Date,Region,Total_State_Infections,XFG.1.1,XFG.14.1,XFG,PQ.2.8.1,RV.1,NB.1.8.1,BA.3.2,XFZ,PQ.17,XFG.6,XFG.2.5.1,XFG.23.1.3,PQ.2.1.6,Other,LF.7.9,LF.7,XFY,XFG.10.4,XFC,PQ.17.11,NW.1,JN.1,XFV,KP.3.1.1,BA.5,B.1.1.529,XEC,XFG.1,LP.8.1,XDV.1,PA.1,BA.2,XEC.4,KP.3,MC.10.1,LF.7.7.1,XEK,MC.28.1,LF.7.7.2,LF.7.2.1,LB.1.3.1,XEQ,MC.1,MC.19,KP.2,JN.1.16.1,GK.1.1,EG.5,JN.1.16,LB.1,KS.1,KP.1.1.3,JN.1.18.6,KP.2.3,JN.1.18,LP.1,KP.2.15,KP.1.1,JN.1.11.1,JG.3,LF.3.1,KW.1.1,KP.4.1,KP.1.2,JN.1.7,JN.1.8.1,XDP,KQ.1,JN.1.13.1,JN.1.32,XBB,KV.2,XBB.1.9.1,XBB.1.5,JN.1.4.3,JN.1.13,JD.1.1,HV.1,BA.2.86,XBB.1.5.70,XBB.1.16.6,JF.1,HK.3,HF.1,EG.5.1.8,CH.1.1,XBB.2.3,XBB.1.16.11,XBB.1.16,GE.1,FL.1.5.1,XBB.1.5.72,XBB.1.16.17,XBB.1.16.15,XBB.1.16.1,GK.2,EG.6.1,XBB.1.42.2,XBB.1.9.2,XBB.1.5.10,XBB.1.5.1,FD.1.1,XBB.1.5.68,FE.1.1,XBB.2.3.8,XBB.1.5.59,EU.1.1,BQ.1.1,BQ.1,FD.2,BA.2.75.2,BA.2.75,BA.2.12.1,BA.1.1,BN.1,BF.7,BF.11,BA.4.6,BA.4,BA.5.2.6,B.1.617.2
2023-05-28,RI,602,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,50,290,0,0,0,0,0,5,2,0,0,0,0,9,37,0,32,0,0,4,0,0,31,0,2,0,24,9,11,0,3,4,0,3,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29,RI,597,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,50,282,0,0,0,0,0,5,2,0,0,0,0,9,38,0,32,0,0,4,0,0,32,0,2,0,24,9,11,0,3,4,0,3,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-30,RI,591,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,49,275,0,0,0,0,0,6,2,0,0,0,0,9,39,0,32,0,0,4,0,0,33,0,2,0,25,10,11,0,3,4,0,3,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-31,RI,586,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,49,268,0,0,0,0,0,6,2,0,0,0,0,8,40,0,31,0,0,3,0,0,34,0,2,0,25,10,11,0,3,5,0,3,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-01,RI,581,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,49,261,0,0,0,0,0,6,2,0,0,0,0,8,41,0,31,0,0,3,0,0,34,0,2,0,25,10,11,0,3,5,0,3,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-02,RI,576,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,48,254,0,0,0,0,0,6,2,0,0,0,0,8,42,0,31,0,0,3,0,0,35,0,2,0,25,11,10,0,3,5,0,3,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-03,RI,571,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,48,247,0,0,0,0,0,6,2,0,0,0,0,7,43,0,30,0,0,3,0,0,36,0,2,0,25,11,10,0,3,5,0,3,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-04,RI,567,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,48,241,0,0,0,0,0,7,2,0,0,0,0,7,44,0,30,0,0,3,0,0,36,0,2,0,26,12,10,0,3,5,0,3,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-05,RI,562,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,47,234,0,0,0,0,0,7,2,0,0,0,0,7,45,0,30,0,0,3,0,0,37,0,2,0,26,12,10,0,3,5,0,3,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-06,RI,558,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,47,228,0,0,0,0,0,7,2,0,0,0,0,7,46,0,30,0,0,2,0,0,38,0,2,0,26,12,10,0,4,5,0,4,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-07,RI,553,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,47,222,0,0,0,0,0,7,2,0,0,0,0,6,47,0,29,0,0,2,0,0,38,0,2,0,26,13,10,0,4,5,0,4,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-08,RI,549,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,46,216,0,0,0,0,0,7,2,0,0,0,0,6,48,0,29,0,0,2,0,0,39,0,2,0,26,13,9,0,4,6,0,4,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-09,RI,544,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,46,210,0,0,0,0,0,7,2,0,0,0,0,6,49,0,29,0,0,2,0,0,39,0,2,0,27,13,9,0,4,6,0,4,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-10,RI,540,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,45,199,0,0,0,0,0,7,2,0,0,0,0,6,48,4,28,0,4,2,0,0,39,0,2,4,26,13,9,0,4,6,0,4,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-11,RI,536,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,45,196,0,0,0,0,0,7,2,0,0,0,0,6,48,4,29,0,4,2,0,0,38,0,2,4,26,13,9,0,4,5,0,4,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-12,RI,531,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,45,193,0,0,0,0,0,7,3,0,0,0,0,6,48,4,29,0,4,2,0,0,38,0,2,4,25,13,9,0,4,5,0,4,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-13,RI,527,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,45,189,0,0,0,0,0,7,3,0,0,0,0,6,48,4,30,0,4,2,0,0,37,0,2,4,25,13,9,0,4,5,0,4,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-14,RI,523,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,46,186,0,0,0,0,0,7,4,0,0,0,0,6,47,4,30,0,4,3,0,0,36,0,2,5,24,13,9,0,3,5,0,4,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-15,RI,519,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,46,183,0,0,0,0,0,7,4,0,0,0,0,6,47,4,31,0,4,3,0,0,35,0,2,5,24,13,8,0,3,5,0,4,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-16,RI,514,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,46,180,0,0,0,0,0,7,5,0,0,0,0,5,47,4,31,0,4,3,0,0,35,0,2,5,23,13,8,0,3,5,0,4,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-17,RI,510,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,46,177,0,0,0,0,0,7,5,0,0,0,0,5,46,4,32,0,4,3,0,0,34,0,2,5,23,12,8,0,3,5,0,4,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-18,RI,509,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,47,175,0,0,0,0,0,7,5,0,0,0,0,5,46,4,33,0,4,3,0,0,33,0,2,5,22,12,8,0,3,4,0,4,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-19,RI,508,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,47,173,0,0,0,0,0,7,6,0,0,0,0,6,47,4,33,0,4,4,0,0,33,0,2,5,22,12,8,0,3,4,0,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-20,RI,507,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,48,171,0,0,0,0,0,7,6,0,0,0,0,6,47,4,34,0,4,4,0,0,32,0,2,6,22,12,8,0,3,4,0,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-21,RI,505,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,48,169,0,0,0,0,0,7,7,0,0,0,0,6,47,4,35,0,4,4,0,0,32,0,2,6,22,12,8,0,3,4,0,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-22,RI,504,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,49,168,0,0,0,0,0,7,7,0,0,0,0,6,47,4,35,0,4,4,0,0,31,0,2,6,21,12,8,0,3,4,0,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-23,RI,503,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,49,166,0,0,0,0,0,7,8,0,0,0,0,6,47,4,36,0,4,4,0,0,31,0,2,6,21,12,8,0,3,4,0,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-24,RI,502,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,50,164,0,0,0,0,0,7,8,0,0,0,0,6,47,4,37,0,4,4,0,0,30,0,2,7,21,12,8,0,3,4,0,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-25,RI,516,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,52,167,0,0,0,0,0,7,9,0,0,0,0,6,48,4,39,0,4,5,0,0,31,0,2,7,21,13,8,0,3,4,0,4,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-26,RI,530,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,54,170,0,0,0,0,0,7,9,0,0,0,0,6,49,5,41,0,4,5,0,0,31,0,2,7,21,13,8,0,3,4,0,4,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-27,RI,544,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,56,173,0,0,0,0,0,8,10,0,0,0,0,6,51,5,43,0,5,5,0,0,31,0,2,8,21,13,8,0,3,4,0,5,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-28,RI,558,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,58,175,0,0,0,0,0,8,11,0,0,0,0,6,52,5,45,0,5,6,0,0,32,0,2,8,22,13,8,0,3,4,0,5,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,RI,572,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,60,178,0,0,0,0,0,8,12,0,0,0,0,7,54,5,47,0,5,6,0,0,32,0,2,9,22,14,9,0,3,4,0,5,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-30,RI,586,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,62,180,0,0,0,0,0,8,13,0,0,0,0,7,55,5,49,0,5,7,0,0,32,0,3,9,22,14,9,0,3,4,0,5,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-01,RI,601,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,64,183,0,0,0,0,0,9,13,0,0,0,0,7,57,6,51,0,5,7,0,0,33,0,3,10,22,14,9,0,3,4,0,5,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-02,RI,610,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,66,184,0,0,0,0,0,9,14,0,0,0,0,7,58,6,53,0,5,7,0,0,32,0,3,10,22,15,9,0,3,4,0,5,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-03,RI,619,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,68,185,0,0,0,0,0,9,15,0,0,0,0,7,59,6,54,0,6,8,0,0,32,0,3,10,22,15,9,0,3,4,0,6,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-04,RI,629,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,69,186,0,0,0,0,0,9,16,0,0,0,0,7,60,6,56,0,6,8,0,0,32,0,3,11,22,15,9,0,3,4,0,6,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-05,RI,638,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,71,186,0,0,0,0,0,9,17,0,0,0,0,7,61,6,58,0,6,8,0,0,32,0,3,11,22,15,9,0,3,3,0,6,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-06,RI,647,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,73,187,0,0,0,0,0,9,17,0,0,0,0,8,62,6,60,0,6,9,0,0,32,0,3,12,22,16,9,0,3,3,0,6,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-07,RI,656,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,75,188,0,0,0,0,0,9,18,0,0,0,0,8,63,7,62,0,6,9,0,0,32,0,3,12,22,16,9,0,3,3,0,6,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-08,RI,666,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,75,184,0,0,0,3,0,9,19,0,0,6,0,8,62,7,62,3,6,9,0,0,31,0,3,12,22,16,9,3,3,3,0,6,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-09,RI,680,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,76,188,0,0,0,4,0,10,20,0,0,7,0,8,64,7,65,3,9,10,0,0,33,0,4,13,22,16,10,3,3,3,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-10,RI,695,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,76,188,0,0,0,4,0,10,21,0,0,7,0,8,65,7,66,4,12,10,0,0,34,0,4,13,22,16,10,4,3,4,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-11,RI,709,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,76,188,0,0,0,4,0,10,22,0,0,7,0,9,66,7,68,4,15,10,0,0,35,0,5,13,22,17,10,4,3,4,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-12,RI,724,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,76,188,0,0,0,5,0,10,22,0,0,7,0,9,67,8,69,4,19,10,0,0,37,0,5,13,22,17,10,4,3,4,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-13,RI,738,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,76,188,0,0,0,5,0,10,23,0,0,7,0,9,68,8,71,4,22,10,0,0,38,0,6,13,21,17,10,4,3,5,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-14,RI,753,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,75,188,0,0,0,5,0,11,24,0,0,8,0,9,69,8,72,5,26,11,0,0,39,0,6,13,21,18,10,5,3,5,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-15,RI,767,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,75,187,0,0,0,6,0,11,25,0,0,8,0,9,69,8,73,5,29,11,0,0,41,0,7,13,21,18,10,5,3,5,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-16,RI,779,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,74,186,0,0,0,6,0,11,26,0,0,8,0,10,70,9,75,5,33,11,0,0,42,0,7,13,20,18,10,5,3,6,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-17,RI,791,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,73,185,0,0,0,7,0,11,27,0,0,8,0,10,70,9,76,5,37,11,0,0,43,0,8,13,20,18,10,5,3,6,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
